Timestamp,Date,Hour,Commodity,Spot_LTP,Futures_LTP,Futures_Basis,Basis_Yield_Pct,Volume,Open_Interest,ATM_Strike,ATM_Call_IV_Pct,ATM_Put_IV_Pct,Total_Call_OI,Total_Put_OI,Put_Call_Ratio_PCR,Unit,Dhan_Source
2025-08-20 11:00,2025-08-20,11,Cotton,53867.59,54046.41,178.82,0.332,1573,79595,54000,14.27,14.77,41934,37661,0.8981,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-20 12:00,2025-08-20,12,Cotton,53577.73,53637.33,59.59,0.1112,11334,80120,53500,14.32,14.82,41534,38586,0.929,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-20 13:00,2025-08-20,13,Cotton,53423.26,53730.23,306.97,0.5746,9236,79143,53500,14.12,14.62,40469,38674,0.9556,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-20 14:00,2025-08-20,14,Cotton,53472.68,53667.21,194.53,0.3638,2216,79890,53500,14.11,14.61,42183,37707,0.8939,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-20 15:00,2025-08-20,15,Cotton,53369.36,53575.91,206.55,0.387,5160,80888,53500,13.65,14.15,42774,38114,0.8911,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-20 16:00,2025-08-20,16,Cotton,53439.52,53685.35,245.83,0.46,7742,79855,53500,14.81,15.31,42214,37641,0.8917,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-20 17:00,2025-08-20,17,Cotton,53177.22,53534.52,357.3,0.6719,1565,78069,53000,14.54,15.04,40709,37360,0.9177,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-20 18:00,2025-08-20,18,Cotton,53079.63,53362.21,282.58,0.5324,5460,79058,53000,14.55,15.05,40247,38811,0.9643,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-20 19:00,2025-08-20,19,Cotton,53198.69,53467.74,269.05,0.5057,887,80435,53000,13.87,14.37,41270,39165,0.949,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-20 20:00,2025-08-20,20,Cotton,52910.94,53189.71,278.78,0.5269,5991,79785,53000,14.26,14.76,41295,38490,0.9321,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-20 21:00,2025-08-20,21,Cotton,52832.92,53069.18,236.27,0.4472,9422,79503,53000,14.47,14.97,41587,37916,0.9117,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-20 22:00,2025-08-20,22,Cotton,52704.56,53072.79,368.22,0.6987,5721,77652,52500,13.92,14.42,40098,37554,0.9366,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-20 23:00,2025-08-20,23,Cotton,52723.82,52923.39,199.57,0.3785,9569,79356,52500,14.28,14.78,41044,38312,0.9334,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 09:00,2025-08-21,9,Cotton,52697.69,52840.36,142.67,0.2707,2356,77605,52500,14.69,15.19,41184,36421,0.8843,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 10:00,2025-08-21,10,Cotton,52560.69,52707.39,146.7,0.2791,1641,79410,52500,14.08,14.58,40924,38486,0.9404,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 11:00,2025-08-21,11,Cotton,52789.76,52961.24,171.48,0.3248,4797,81187,53000,14.19,14.69,41783,39404,0.9431,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 12:00,2025-08-21,12,Cotton,52891.32,53077.57,186.25,0.3521,7767,79748,53000,14.09,14.59,41416,38332,0.9255,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 13:00,2025-08-21,13,Cotton,52702.72,52950.92,248.21,0.471,6497,79989,52500,14.64,15.14,41369,38620,0.9335,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 14:00,2025-08-21,14,Cotton,52687.57,52849.01,161.44,0.3064,8706,81441,52500,14.65,15.15,42695,38746,0.9075,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 15:00,2025-08-21,15,Cotton,52846.51,52904.19,57.68,0.1091,13647,80565,53000,14.92,15.42,41851,38714,0.925,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 16:00,2025-08-21,16,Cotton,52734.9,52938.17,203.26,0.3854,4411,79910,52500,14.14,14.64,41599,38311,0.921,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 17:00,2025-08-21,17,Cotton,52669.87,52886.71,216.84,0.4117,518,79116,52500,14.48,14.98,40420,38696,0.9573,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 18:00,2025-08-21,18,Cotton,52449.49,52755.85,306.36,0.5841,8367,78727,52500,14.0,14.5,41898,36829,0.879,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 19:00,2025-08-21,19,Cotton,52424.75,52578.75,154.0,0.2937,13560,77858,52500,14.86,15.36,40584,37274,0.9184,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 20:00,2025-08-21,20,Cotton,52392.95,52786.16,393.21,0.7505,1342,79971,52500,14.35,14.85,41788,38183,0.9137,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 21:00,2025-08-21,21,Cotton,52093.99,52238.89,144.9,0.2782,2059,77435,52000,14.44,14.94,40834,36601,0.8963,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 22:00,2025-08-21,22,Cotton,52048.46,52244.53,196.06,0.3767,8601,80660,52000,14.37,14.87,42692,37968,0.8893,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-21 23:00,2025-08-21,23,Cotton,51971.49,52160.57,189.09,0.3638,6297,79673,52000,14.64,15.14,41605,38068,0.915,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 09:00,2025-08-22,9,Cotton,52018.17,52178.56,160.39,0.3083,5888,79547,52000,14.58,15.08,40849,38698,0.9473,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 10:00,2025-08-22,10,Cotton,51878.94,52178.49,299.54,0.5774,5419,79364,52000,14.52,15.02,41481,37883,0.9133,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 11:00,2025-08-22,11,Cotton,52044.18,52359.59,315.41,0.606,7611,78518,52000,14.9,15.4,41764,36754,0.88,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 12:00,2025-08-22,12,Cotton,51944.25,52276.59,332.34,0.6398,9546,81506,52000,14.27,14.77,42653,38853,0.9109,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 13:00,2025-08-22,13,Cotton,52042.32,52273.57,231.25,0.4443,1479,80435,52000,14.18,14.68,42373,38062,0.8983,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 14:00,2025-08-22,14,Cotton,51874.0,52189.32,315.31,0.6078,1752,80292,52000,14.55,15.05,41582,38710,0.9309,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 15:00,2025-08-22,15,Cotton,51848.33,52072.04,223.72,0.4315,6016,79740,52000,14.43,14.93,41609,38131,0.9164,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 16:00,2025-08-22,16,Cotton,51628.48,51838.1,209.62,0.406,8136,79480,51500,14.62,15.12,41831,37649,0.9,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 17:00,2025-08-22,17,Cotton,51815.4,51997.0,181.59,0.3505,7071,80348,52000,14.38,14.88,41664,38684,0.9285,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 18:00,2025-08-22,18,Cotton,51901.5,52047.33,145.83,0.281,7656,78774,52000,14.2,14.7,40343,38431,0.9526,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 19:00,2025-08-22,19,Cotton,51823.88,52065.56,241.69,0.4664,2555,79659,52000,14.06,14.56,42000,37659,0.8966,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 20:00,2025-08-22,20,Cotton,51714.96,51974.83,259.87,0.5025,4866,78861,51500,14.83,15.33,41446,37415,0.9027,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 21:00,2025-08-22,21,Cotton,51921.94,52162.23,240.29,0.4628,13519,80867,52000,13.96,14.46,41358,39509,0.9553,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 22:00,2025-08-22,22,Cotton,51806.59,51826.81,20.22,0.039,12253,79184,52000,14.68,15.18,40872,38312,0.9374,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-22 23:00,2025-08-22,23,Cotton,51867.07,52073.52,206.45,0.398,7491,77408,52000,14.21,14.71,40657,36751,0.9039,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 09:00,2025-08-25,9,Cotton,51935.82,52055.44,119.62,0.2303,11912,79691,52000,14.09,14.59,41493,38198,0.9206,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 10:00,2025-08-25,10,Cotton,51848.62,52109.88,261.26,0.5039,3850,78960,52000,14.35,14.85,41231,37729,0.9151,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 11:00,2025-08-25,11,Cotton,51833.22,51900.05,66.83,0.1289,6057,78919,52000,14.2,14.7,41053,37866,0.9224,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 12:00,2025-08-25,12,Cotton,52005.94,52236.48,230.54,0.4433,9218,79451,52000,14.38,14.88,42161,37290,0.8845,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 13:00,2025-08-25,13,Cotton,51930.91,52127.28,196.36,0.3781,14541,80740,52000,14.54,15.04,42036,38704,0.9207,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 14:00,2025-08-25,14,Cotton,51777.96,52031.5,253.54,0.4897,2479,79067,52000,14.48,14.98,41807,37260,0.8912,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 15:00,2025-08-25,15,Cotton,52018.41,52104.28,85.87,0.1651,12009,79150,52000,14.19,14.69,41103,38047,0.9257,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 16:00,2025-08-25,16,Cotton,52045.48,52429.47,383.99,0.7378,3273,81507,52000,14.24,14.74,41960,39547,0.9425,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 17:00,2025-08-25,17,Cotton,51966.72,52328.38,361.66,0.6959,7227,79602,52000,14.67,15.17,42038,37564,0.8936,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 18:00,2025-08-25,18,Cotton,51954.61,52173.14,218.53,0.4206,11638,77374,52000,14.49,14.99,40416,36958,0.9144,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 19:00,2025-08-25,19,Cotton,52118.06,52207.0,88.93,0.1706,3472,78957,52000,14.39,14.89,41310,37647,0.9113,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 20:00,2025-08-25,20,Cotton,51945.39,52047.3,101.91,0.1962,2431,78540,52000,14.63,15.13,40483,38057,0.9401,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 21:00,2025-08-25,21,Cotton,52203.65,52531.45,327.79,0.6279,6013,80931,52000,14.12,14.62,42184,38747,0.9185,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 22:00,2025-08-25,22,Cotton,52100.59,52246.12,145.52,0.2793,10461,78731,52000,14.25,14.75,41606,37125,0.8923,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-25 23:00,2025-08-25,23,Cotton,52318.28,52518.1,199.82,0.3819,1395,79507,52500,14.19,14.69,41058,38449,0.9365,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 09:00,2025-08-26,9,Cotton,52265.9,52463.63,197.73,0.3783,13674,79843,52500,14.75,15.25,41184,38659,0.9387,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 10:00,2025-08-26,10,Cotton,52293.94,52471.44,177.5,0.3394,2856,80232,52500,14.4,14.9,42306,37926,0.8965,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 11:00,2025-08-26,11,Cotton,52399.62,52550.08,150.46,0.2871,14883,77800,52500,13.84,14.34,40968,36832,0.899,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 12:00,2025-08-26,12,Cotton,52339.32,52581.26,241.95,0.4623,14892,80076,52500,14.84,15.34,41755,38321,0.9178,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 13:00,2025-08-26,13,Cotton,52347.39,52559.24,211.85,0.4047,8063,79923,52500,14.9,15.4,41893,38030,0.9078,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 14:00,2025-08-26,14,Cotton,52045.47,52145.58,100.11,0.1924,1460,80169,52000,14.28,14.78,42093,38076,0.9046,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 15:00,2025-08-26,15,Cotton,52290.26,52488.78,198.52,0.3797,3843,79119,52500,14.61,15.11,41037,38082,0.928,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 16:00,2025-08-26,16,Cotton,52562.91,52718.93,156.02,0.2968,9481,80065,52500,14.47,14.97,41929,38136,0.9095,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 17:00,2025-08-26,17,Cotton,52363.52,52530.96,167.44,0.3198,14823,80916,52500,14.88,15.38,43057,37859,0.8793,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 18:00,2025-08-26,18,Cotton,52453.3,52650.9,197.6,0.3767,8228,79214,52500,14.78,15.28,41223,37991,0.9216,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 19:00,2025-08-26,19,Cotton,52457.42,52822.25,364.83,0.6955,7305,79575,52500,14.2,14.7,40934,38641,0.944,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 20:00,2025-08-26,20,Cotton,52309.24,52444.37,135.13,0.2583,10100,79975,52500,14.65,15.15,41541,38434,0.9252,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 21:00,2025-08-26,21,Cotton,52006.53,52204.76,198.23,0.3812,3783,79978,52000,14.15,14.65,42388,37590,0.8868,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 22:00,2025-08-26,22,Cotton,51804.45,52020.98,216.53,0.418,13776,80022,52000,14.29,14.79,41998,38024,0.9054,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-26 23:00,2025-08-26,23,Cotton,52040.1,52107.07,66.96,0.1287,5880,78222,52000,13.9,14.4,40918,37304,0.9117,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-27 09:00,2025-08-27,9,Cotton,52141.99,52202.32,60.33,0.1157,7205,79962,52000,14.33,14.83,41965,37997,0.9054,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-27 10:00,2025-08-27,10,Cotton,52159.89,52205.27,45.38,0.087,6990,78173,52000,14.48,14.98,39930,38243,0.9578,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-27 11:00,2025-08-27,11,Cotton,51921.67,52185.56,263.89,0.5082,14803,79931,52000,14.67,15.17,41320,38611,0.9344,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-27 12:00,2025-08-27,12,Cotton,51671.99,51822.39,150.39,0.2911,4536,79503,51500,14.43,14.93,42150,37353,0.8862,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-27 13:00,2025-08-27,13,Cotton,51554.0,51754.92,200.92,0.3897,14439,81339,51500,14.6,15.1,43161,38178,0.8845,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-27 14:00,2025-08-27,14,Cotton,51398.65,51557.67,159.02,0.3094,7464,81807,51500,14.39,14.89,41903,39904,0.9523,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-27 15:00,2025-08-27,15,Cotton,51307.02,51347.39,40.38,0.0787,12203,79980,51500,14.29,14.79,41478,38502,0.9283,INR/bale,Dhan API v2 (Client 1112620458)
2025-08-27 16:00,2025-08-27,16,Cotton,51319.13,51603.02,283.89,0.5532,4743,79636,51500,14.18,14.68,42206,37430,0.8868,INR/bale,Dhan API v2 (Client 1112620458)
