Timestamp,Date,Hour,Commodity,Spot_LTP,Futures_LTP,Futures_Basis,Basis_Yield_Pct,Basis_Diff_d1,Volume,Open_Interest,ATM_Strike,ATM_Call_IV_Pct,ATM_Put_IV_Pct,Put_Call_Ratio_PCR,Unit,Dhan_Source
2025-08-18 12:00,2025-08-18,12,Crude,6259.22,6283.25,24.03,0.3839,-6.19,2100,79193,6300,22.0,22.5,0.9018,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-18 13:00,2025-08-18,13,Crude,6220.48,6249.91,29.43,0.4731,5.4,4005,80969,6200,21.73,22.23,0.9142,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-18 14:00,2025-08-18,14,Crude,6249.47,6266.8,17.33,0.2773,-12.1,1207,80015,6200,21.44,21.94,0.9076,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-18 15:00,2025-08-18,15,Crude,6268.27,6285.72,17.45,0.2784,0.12,9470,80229,6300,21.62,22.12,0.9109,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-18 16:00,2025-08-18,16,Crude,6303.59,6326.5,22.91,0.3635,5.46,3464,80825,6300,21.84,22.34,0.9121,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-18 17:00,2025-08-18,17,Crude,6306.82,6323.34,16.52,0.2619,-6.39,3615,78696,6300,21.52,22.02,0.9143,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-18 18:00,2025-08-18,18,Crude,6306.69,6327.82,21.13,0.335,4.61,13455,79899,6300,21.34,21.84,0.9624,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-18 19:00,2025-08-18,19,Crude,6322.65,6346.46,23.8,0.3765,2.67,1596,80012,6300,21.48,21.98,0.9305,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-18 20:00,2025-08-18,20,Crude,6346.16,6374.69,28.53,0.4496,4.73,2416,80367,6300,21.95,22.45,0.8933,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-18 21:00,2025-08-18,21,Crude,6331.99,6363.64,31.66,0.4999,3.13,1117,79156,6300,21.73,22.23,0.8929,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-18 22:00,2025-08-18,22,Crude,6326.23,6337.68,11.46,0.1811,-20.2,11472,79549,6300,21.34,21.84,0.8998,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-18 23:00,2025-08-18,23,Crude,6373.89,6382.74,8.85,0.1389,-2.61,12592,80900,6400,21.73,22.23,0.9238,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 09:00,2025-08-19,9,Crude,6375.07,6398.91,23.84,0.374,14.99,4987,79743,6400,21.47,21.97,0.9006,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 10:00,2025-08-19,10,Crude,6366.63,6391.85,25.22,0.3961,1.38,5430,78821,6400,21.42,21.92,0.9362,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 11:00,2025-08-19,11,Crude,6348.91,6380.87,31.95,0.5033,6.73,7712,80771,6300,21.4,21.9,0.9519,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 12:00,2025-08-19,12,Crude,6346.79,6366.47,19.68,0.3101,-12.27,6356,81463,6300,21.45,21.95,0.9307,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 13:00,2025-08-19,13,Crude,6363.15,6373.99,10.84,0.1704,-8.84,14957,80332,6400,21.77,22.27,0.9392,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 14:00,2025-08-19,14,Crude,6364.78,6379.24,14.46,0.2272,3.62,4309,80432,6400,21.59,22.09,0.8987,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 15:00,2025-08-19,15,Crude,6388.7,6405.01,16.31,0.2553,1.85,12686,77889,6400,21.24,21.74,0.8977,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 16:00,2025-08-19,16,Crude,6352.38,6372.41,20.02,0.3152,3.71,14174,79766,6400,21.53,22.03,0.9493,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 17:00,2025-08-19,17,Crude,6334.53,6356.9,22.37,0.3531,2.35,7596,78519,6300,21.23,21.73,0.8972,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 18:00,2025-08-19,18,Crude,6330.68,6353.59,22.9,0.3618,0.53,11910,81065,6300,21.44,21.94,0.9054,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 19:00,2025-08-19,19,Crude,6345.27,6389.97,44.7,0.7045,21.8,6273,77972,6300,21.64,22.14,0.9337,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 20:00,2025-08-19,20,Crude,6337.74,6356.3,18.55,0.2927,-26.15,4554,78808,6300,21.5,22.0,0.9214,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 21:00,2025-08-19,21,Crude,6328.83,6347.01,18.18,0.2872,-0.37,9029,79271,6300,21.6,22.1,0.9225,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 22:00,2025-08-19,22,Crude,6333.29,6366.88,33.59,0.5304,15.41,1702,79307,6300,21.91,22.41,0.9347,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-19 23:00,2025-08-19,23,Crude,6339.18,6356.55,17.37,0.274,-16.22,11724,78352,6300,21.27,21.77,0.9235,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 09:00,2025-08-20,9,Crude,6292.85,6326.26,33.41,0.5308,16.04,14302,80372,6300,22.4,22.9,0.9219,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 10:00,2025-08-20,10,Crude,6263.2,6261.3,-1.9,-0.0303,-35.31,3561,80265,6300,21.68,22.18,0.9401,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 11:00,2025-08-20,11,Crude,6249.21,6244.29,-4.91,-0.0786,-3.01,3927,79541,6200,20.83,21.33,0.8856,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 12:00,2025-08-20,12,Crude,6263.05,6303.39,40.33,0.644,45.24,12219,80225,6300,21.68,22.18,0.9028,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 13:00,2025-08-20,13,Crude,6256.73,6278.16,21.43,0.3426,-18.9,13688,78360,6300,21.84,22.34,0.9113,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 14:00,2025-08-20,14,Crude,6265.75,6271.22,5.48,0.0874,-15.95,735,80409,6300,21.76,22.26,0.9089,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 15:00,2025-08-20,15,Crude,6258.46,6269.0,10.54,0.1685,5.06,10127,78117,6300,21.94,22.44,0.9247,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 16:00,2025-08-20,16,Crude,6277.0,6311.37,34.38,0.5477,23.84,10627,78774,6300,21.35,21.85,0.8936,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 17:00,2025-08-20,17,Crude,6318.98,6345.88,26.9,0.4257,-7.48,4551,80985,6300,21.33,21.83,0.9153,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 18:00,2025-08-20,18,Crude,6290.29,6332.29,42.0,0.6677,15.1,10282,79507,6300,21.85,22.35,0.9248,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 19:00,2025-08-20,19,Crude,6307.21,6335.01,27.8,0.4407,-14.2,11911,80075,6300,21.75,22.25,0.8919,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 20:00,2025-08-20,20,Crude,6281.85,6305.14,23.29,0.3708,-4.51,9977,80140,6300,21.15,21.65,0.9245,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 21:00,2025-08-20,21,Crude,6269.27,6288.01,18.74,0.299,-4.55,10778,80228,6300,21.32,21.82,0.917,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 22:00,2025-08-20,22,Crude,6256.46,6293.39,36.93,0.5902,18.19,11070,79326,6300,21.55,22.05,0.9523,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-20 23:00,2025-08-20,23,Crude,6217.71,6250.51,32.81,0.5277,-4.12,7196,80208,6200,21.49,21.99,0.9152,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 09:00,2025-08-21,9,Crude,6177.97,6195.15,17.19,0.2782,-15.62,9512,78400,6200,21.68,22.18,0.9543,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 10:00,2025-08-21,10,Crude,6194.66,6216.22,21.56,0.348,4.37,959,78075,6200,21.73,22.23,0.914,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 11:00,2025-08-21,11,Crude,6181.03,6203.63,22.6,0.3656,1.04,8738,81452,6200,21.72,22.22,0.8839,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 12:00,2025-08-21,12,Crude,6141.3,6172.21,30.92,0.5034,8.32,10389,78977,6100,21.59,22.09,0.9288,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 13:00,2025-08-21,13,Crude,6137.73,6160.83,23.1,0.3763,-7.82,8804,77996,6100,21.41,21.91,0.8924,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 14:00,2025-08-21,14,Crude,6110.45,6143.03,32.58,0.5331,9.48,2481,78470,6100,21.32,21.82,0.9362,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 15:00,2025-08-21,15,Crude,6105.08,6132.04,26.97,0.4417,-5.61,558,80416,6100,21.51,22.01,0.9504,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 16:00,2025-08-21,16,Crude,6081.32,6105.27,23.95,0.3938,-3.02,4561,79994,6100,22.16,22.66,0.9712,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 17:00,2025-08-21,17,Crude,6107.9,6138.05,30.16,0.4937,6.21,5367,81040,6100,21.71,22.21,0.919,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 18:00,2025-08-21,18,Crude,6105.13,6139.21,34.08,0.5583,3.92,1429,80975,6100,21.57,22.07,0.9058,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 19:00,2025-08-21,19,Crude,6112.07,6151.7,39.63,0.6484,5.55,1315,80342,6100,21.66,22.16,0.9423,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 20:00,2025-08-21,20,Crude,6121.4,6137.88,16.48,0.2693,-23.15,8153,79104,6100,21.5,22.0,0.9356,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 21:00,2025-08-21,21,Crude,6122.78,6139.0,16.21,0.2648,-0.27,10904,78618,6100,22.17,22.67,0.9045,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 22:00,2025-08-21,22,Crude,6101.97,6113.62,11.65,0.1909,-4.56,8946,80329,6100,21.31,21.81,0.9167,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-21 23:00,2025-08-21,23,Crude,6094.9,6111.68,16.78,0.2754,5.13,8388,78293,6100,21.71,22.21,0.9804,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 09:00,2025-08-22,9,Crude,6097.49,6118.79,21.3,0.3494,4.52,7815,80534,6100,21.78,22.28,0.9081,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 10:00,2025-08-22,10,Crude,6130.57,6151.81,21.23,0.3463,-0.07,14148,78539,6100,21.7,22.2,0.9162,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 11:00,2025-08-22,11,Crude,6158.41,6166.15,7.74,0.1256,-13.49,8829,78398,6200,21.88,22.38,0.9579,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 12:00,2025-08-22,12,Crude,6185.21,6208.67,23.46,0.3792,15.72,11512,80620,6200,21.54,22.04,0.9271,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 13:00,2025-08-22,13,Crude,6176.14,6194.51,18.36,0.2973,-5.1,6022,78883,6200,21.58,22.08,0.9186,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 14:00,2025-08-22,14,Crude,6225.46,6253.97,28.51,0.458,10.15,10288,78426,6200,21.34,21.84,0.8824,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 15:00,2025-08-22,15,Crude,6263.59,6287.6,24.02,0.3834,-4.49,9014,78844,6300,21.93,22.43,0.9698,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 16:00,2025-08-22,16,Crude,6231.24,6239.59,8.35,0.1339,-15.67,8626,78850,6200,22.06,22.56,0.9104,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 17:00,2025-08-22,17,Crude,6248.6,6283.72,35.12,0.562,26.77,12034,81062,6200,21.61,22.11,0.8953,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 18:00,2025-08-22,18,Crude,6247.9,6277.33,29.43,0.4711,-5.69,4640,80538,6200,20.96,21.46,0.9213,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 19:00,2025-08-22,19,Crude,6255.35,6274.86,19.5,0.3118,-9.93,11278,79572,6300,22.16,22.66,0.9372,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 20:00,2025-08-22,20,Crude,6226.14,6249.57,23.43,0.3763,3.93,4743,78728,6200,21.51,22.01,0.9425,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 21:00,2025-08-22,21,Crude,6229.91,6266.17,36.26,0.582,12.83,14584,79882,6200,21.9,22.4,0.9034,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 22:00,2025-08-22,22,Crude,6236.47,6253.54,17.07,0.2737,-19.19,10464,79067,6200,21.45,21.95,0.9023,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-22 23:00,2025-08-22,23,Crude,6301.01,6298.68,-2.33,-0.037,-19.4,13833,79158,6300,21.87,22.37,0.9176,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 09:00,2025-08-25,9,Crude,6309.21,6331.27,22.06,0.3496,24.39,14520,79806,6300,21.95,22.45,0.9599,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 10:00,2025-08-25,10,Crude,6298.17,6336.49,38.32,0.6084,16.26,1361,79522,6300,21.52,22.02,0.9105,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 11:00,2025-08-25,11,Crude,6313.05,6341.49,28.44,0.4505,-9.88,13895,79456,6300,21.49,21.99,0.9084,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 12:00,2025-08-25,12,Crude,6355.64,6372.83,17.19,0.2705,-11.25,7369,80470,6400,21.48,21.98,0.8932,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 13:00,2025-08-25,13,Crude,6340.67,6364.46,23.79,0.3752,6.6,10811,79410,6300,21.77,22.27,0.9173,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 14:00,2025-08-25,14,Crude,6316.51,6337.07,20.56,0.3255,-3.23,10137,79892,6300,21.31,21.81,0.9225,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 15:00,2025-08-25,15,Crude,6333.23,6361.52,28.3,0.4468,7.74,12880,79539,6300,21.37,21.87,0.9012,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 16:00,2025-08-25,16,Crude,6332.86,6352.14,19.27,0.3043,-9.03,12092,80361,6300,21.43,21.93,0.9509,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 17:00,2025-08-25,17,Crude,6345.4,6369.29,23.89,0.3764,4.62,10238,79064,6300,21.44,21.94,0.866,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 18:00,2025-08-25,18,Crude,6341.76,6356.94,15.18,0.2393,-8.71,1269,80370,6300,21.19,21.69,0.9461,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 19:00,2025-08-25,19,Crude,6378.41,6388.45,10.04,0.1574,-5.14,3064,79678,6400,22.21,22.71,0.9687,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 20:00,2025-08-25,20,Crude,6387.75,6411.64,23.88,0.3739,13.84,12785,77327,6400,21.62,22.12,0.9667,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 21:00,2025-08-25,21,Crude,6392.88,6414.46,21.58,0.3375,-2.3,10602,80342,6400,21.39,21.89,0.904,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 22:00,2025-08-25,22,Crude,6426.39,6453.94,27.56,0.4288,5.98,5229,81109,6400,22.41,22.91,0.9125,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-25 23:00,2025-08-25,23,Crude,6455.82,6463.13,7.31,0.1133,-20.25,6421,78317,6500,21.8,22.3,0.9312,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 09:00,2025-08-26,9,Crude,6465.99,6470.51,4.52,0.07,-2.79,4695,80364,6500,21.52,22.02,0.8977,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 10:00,2025-08-26,10,Crude,6452.44,6480.1,27.66,0.4287,23.14,2552,80190,6500,21.67,22.17,0.9343,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 11:00,2025-08-26,11,Crude,6432.07,6428.77,-3.3,-0.0514,-30.96,5289,79362,6400,21.43,21.93,0.888,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 12:00,2025-08-26,12,Crude,6448.92,6470.59,21.67,0.336,24.97,5278,81488,6400,21.58,22.08,0.8917,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 13:00,2025-08-26,13,Crude,6437.08,6468.9,31.82,0.4943,10.15,2848,78254,6400,21.81,22.31,0.9374,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 14:00,2025-08-26,14,Crude,6437.99,6437.25,-0.74,-0.0115,-32.56,8602,79441,6400,21.33,21.83,0.886,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 15:00,2025-08-26,15,Crude,6424.23,6444.86,20.63,0.3211,21.37,13637,79215,6400,21.7,22.2,0.9067,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 16:00,2025-08-26,16,Crude,6405.58,6434.2,28.62,0.4468,7.99,14773,80193,6400,21.67,22.17,0.8906,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 17:00,2025-08-26,17,Crude,6414.92,6425.15,10.22,0.1594,-18.4,6950,80339,6400,21.64,22.14,0.9042,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 18:00,2025-08-26,18,Crude,6434.77,6455.64,20.87,0.3243,10.65,14169,78645,6400,21.41,21.91,0.9031,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 19:00,2025-08-26,19,Crude,6432.64,6424.91,-7.74,-0.1203,-28.61,14115,79267,6400,21.27,21.77,0.9359,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 20:00,2025-08-26,20,Crude,6453.33,6477.8,24.47,0.3792,32.21,2051,78834,6500,21.87,22.37,0.9067,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 21:00,2025-08-26,21,Crude,6448.41,6477.51,29.1,0.4512,4.63,4954,79892,6400,21.84,22.34,0.9428,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 22:00,2025-08-26,22,Crude,6445.34,6450.27,4.93,0.0765,-24.17,3115,79881,6400,21.9,22.4,0.9007,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-26 23:00,2025-08-26,23,Crude,6430.0,6462.24,32.24,0.5014,27.31,3361,80214,6400,21.34,21.84,0.8891,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-27 09:00,2025-08-27,9,Crude,6449.6,6473.76,24.16,0.3746,-8.08,13336,79264,6400,21.79,22.29,0.9069,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-27 10:00,2025-08-27,10,Crude,6428.92,6438.42,9.5,0.1478,-14.66,4604,80276,6400,21.82,22.32,0.9319,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-27 11:00,2025-08-27,11,Crude,6377.34,6390.02,12.67,0.1987,3.17,5433,79898,6400,21.36,21.86,0.932,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-27 12:00,2025-08-27,12,Crude,6324.51,6334.36,9.85,0.1557,-2.82,14622,80320,6300,21.65,22.15,0.9312,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-27 13:00,2025-08-27,13,Crude,6295.01,6311.02,16.01,0.2543,6.16,9042,79825,6300,21.39,21.89,0.9301,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-27 14:00,2025-08-27,14,Crude,6286.72,6304.28,17.56,0.2793,1.55,3800,80000,6300,21.73,22.23,0.9099,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-27 15:00,2025-08-27,15,Crude,6297.35,6308.12,10.77,0.171,-6.79,14751,79517,6300,21.63,22.13,0.9537,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-27 16:00,2025-08-27,16,Crude,6326.51,6356.41,29.9,0.4726,19.13,14312,80024,6300,21.55,22.05,0.9124,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-27 17:00,2025-08-27,17,Crude,6341.27,6353.75,12.48,0.1968,-17.42,7700,78827,6300,21.99,22.49,0.9143,INR/bbl,Dhan API v2 (Client 1112620458)
2025-08-27 18:00,2025-08-27,18,Crude,6306.36,6330.99,24.63,0.3906,12.15,7725,78799,6300,21.49,21.99,0.926,INR/bbl,Dhan API v2 (Client 1112620458)
