Timestamp,Date,Hour,Commodity,Spot_LTP,Futures_LTP,Futures_Basis,Basis_Yield_Pct,Volume,Open_Interest,ATM_Strike,ATM_Call_IV_Pct,ATM_Put_IV_Pct,Total_Call_OI,Total_Put_OI,Put_Call_Ratio_PCR,Unit,Dhan_Source
2025-08-14 23:00,2025-08-14,23,Copper,722.6,725.72,3.13,0.4327,2480,79325,720,16.46,16.96,41275,38050,0.9219,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 09:00,2025-08-15,9,Copper,722.4,724.05,1.65,0.2289,14238,79179,720,15.96,16.46,40235,38944,0.9679,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 10:00,2025-08-15,10,Copper,721.29,724.15,2.86,0.396,6488,78915,720,15.92,16.42,41703,37212,0.8923,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 11:00,2025-08-15,11,Copper,723.49,729.04,5.55,0.7667,12475,79145,720,16.56,17.06,42142,37003,0.8781,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 12:00,2025-08-15,12,Copper,722.58,726.59,4.01,0.5543,5059,79665,720,16.44,16.94,41306,38359,0.9287,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 13:00,2025-08-15,13,Copper,720.24,723.33,3.09,0.4291,2033,78724,720,15.44,15.94,41334,37390,0.9046,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 14:00,2025-08-15,14,Copper,723.68,723.88,0.2,0.028,13202,81039,720,16.63,17.13,41686,39353,0.944,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 15:00,2025-08-15,15,Copper,726.98,730.36,3.38,0.4649,1817,80150,730,16.55,17.05,41280,38870,0.9416,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 16:00,2025-08-15,16,Copper,726.46,729.96,3.5,0.4825,10841,80098,730,16.2,16.7,41902,38196,0.9116,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 17:00,2025-08-15,17,Copper,724.69,727.95,3.26,0.4504,12551,79177,720,16.17,16.67,41663,37514,0.9004,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 18:00,2025-08-15,18,Copper,725.1,730.28,5.18,0.7146,10307,80686,730,15.9,16.4,41682,39004,0.9358,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 19:00,2025-08-15,19,Copper,727.11,730.87,3.76,0.5169,2693,79728,730,16.09,16.59,42008,37720,0.8979,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 20:00,2025-08-15,20,Copper,728.69,731.78,3.09,0.4242,13564,80585,730,16.23,16.73,42806,37779,0.8826,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 21:00,2025-08-15,21,Copper,731.62,736.74,5.11,0.699,13993,80881,730,16.38,16.88,42180,38701,0.9175,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 22:00,2025-08-15,22,Copper,730.94,735.38,4.43,0.6065,12684,77534,730,16.33,16.83,40530,37004,0.913,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-15 23:00,2025-08-15,23,Copper,731.08,735.36,4.28,0.5851,6389,80753,730,16.49,16.99,42139,38614,0.9163,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 09:00,2025-08-18,9,Copper,731.58,733.34,1.76,0.2401,11215,79104,730,15.96,16.46,40811,38293,0.9383,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 10:00,2025-08-18,10,Copper,728.51,729.21,0.69,0.0952,6733,78934,730,16.2,16.7,40657,38277,0.9415,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 11:00,2025-08-18,11,Copper,726.92,729.77,2.85,0.3918,4283,79612,730,16.42,16.92,41544,38068,0.9163,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 12:00,2025-08-18,12,Copper,728.68,731.38,2.69,0.3696,7465,80624,730,16.01,16.51,42000,38624,0.9196,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 13:00,2025-08-18,13,Copper,730.31,732.72,2.41,0.33,4667,80299,730,16.44,16.94,42105,38194,0.9071,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 14:00,2025-08-18,14,Copper,729.35,731.8,2.45,0.3361,4668,80716,730,16.39,16.89,42680,38036,0.8912,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 15:00,2025-08-18,15,Copper,731.92,734.18,2.26,0.3093,12546,79033,730,16.21,16.71,41673,37360,0.8965,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 16:00,2025-08-18,16,Copper,728.32,730.6,2.28,0.3128,8169,80547,730,16.37,16.87,42331,38216,0.9028,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 17:00,2025-08-18,17,Copper,725.46,729.27,3.82,0.5261,3058,80271,730,16.64,17.14,41836,38435,0.9187,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 18:00,2025-08-18,18,Copper,722.86,725.82,2.95,0.4086,4354,78819,720,16.07,16.57,41047,37772,0.9202,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 19:00,2025-08-18,19,Copper,721.73,725.18,3.45,0.4783,920,78298,720,16.24,16.74,39886,38412,0.963,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 20:00,2025-08-18,20,Copper,720.34,722.23,1.89,0.2623,9318,79910,720,16.31,16.81,41599,38311,0.921,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 21:00,2025-08-18,21,Copper,720.38,723.22,2.84,0.3944,5022,79691,720,15.97,16.47,42110,37581,0.8924,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 22:00,2025-08-18,22,Copper,719.1,720.99,1.88,0.2617,2555,79772,720,16.06,16.56,41833,37939,0.9069,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-18 23:00,2025-08-18,23,Copper,721.87,725.58,3.71,0.5143,12691,81036,720,16.63,17.13,42123,38913,0.9238,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 09:00,2025-08-19,9,Copper,718.23,722.66,4.43,0.6172,11379,79126,720,16.26,16.76,41726,37400,0.8963,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 10:00,2025-08-19,10,Copper,716.19,719.32,3.13,0.4371,12001,78918,720,16.64,17.14,41075,37843,0.9213,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 11:00,2025-08-19,11,Copper,716.96,721.04,4.08,0.5697,7825,77333,720,15.83,16.33,40814,36519,0.8948,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 12:00,2025-08-19,12,Copper,713.6,715.98,2.38,0.3332,1008,78039,710,16.44,16.94,40615,37424,0.9214,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 13:00,2025-08-19,13,Copper,716.7,718.6,1.9,0.2657,14798,78745,720,16.63,17.13,40733,38012,0.9332,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 14:00,2025-08-19,14,Copper,714.23,716.98,2.75,0.3857,12540,81646,710,16.69,17.19,42418,39228,0.9248,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 15:00,2025-08-19,15,Copper,713.1,716.69,3.59,0.504,8321,81619,710,16.78,17.28,41962,39657,0.9451,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 16:00,2025-08-19,16,Copper,711.16,714.1,2.94,0.414,3595,80584,710,15.84,16.34,42253,38331,0.9072,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 17:00,2025-08-19,17,Copper,709.46,712.12,2.66,0.3751,5092,78685,710,16.5,17.0,40304,38381,0.9523,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 18:00,2025-08-19,18,Copper,709.7,713.59,3.89,0.548,6987,79514,710,16.01,16.51,40616,38898,0.9577,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 19:00,2025-08-19,19,Copper,710.78,712.58,1.8,0.2535,12916,79769,710,16.47,16.97,41019,38750,0.9447,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 20:00,2025-08-19,20,Copper,709.0,713.85,4.84,0.6831,7360,79343,710,15.43,15.93,41248,38095,0.9236,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 21:00,2025-08-19,21,Copper,711.62,713.62,2.0,0.2814,2085,78853,710,15.73,16.23,40956,37897,0.9253,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 22:00,2025-08-19,22,Copper,711.48,713.52,2.05,0.2878,4999,80461,710,16.2,16.7,43260,37201,0.8599,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-19 23:00,2025-08-19,23,Copper,709.64,712.67,3.03,0.427,1867,78477,710,15.94,16.44,40805,37672,0.9232,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 09:00,2025-08-20,9,Copper,707.83,710.35,2.52,0.3561,12453,79556,710,15.97,16.47,41497,38059,0.9172,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 10:00,2025-08-20,10,Copper,707.89,712.79,4.9,0.6921,11461,79363,710,15.99,16.49,42037,37326,0.8879,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 11:00,2025-08-20,11,Copper,708.4,711.3,2.9,0.4093,14994,79904,710,16.53,17.03,41851,38053,0.9092,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 12:00,2025-08-20,12,Copper,708.45,712.28,3.83,0.5402,4242,78562,710,16.29,16.79,41301,37261,0.9022,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 13:00,2025-08-20,13,Copper,705.09,706.81,1.72,0.2442,10131,80113,710,15.78,16.28,41678,38435,0.9222,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 14:00,2025-08-20,14,Copper,702.95,704.28,1.33,0.1891,2649,81132,700,16.48,16.98,41586,39546,0.9509,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 15:00,2025-08-20,15,Copper,704.24,707.06,2.83,0.4012,7296,78975,700,16.62,17.12,41803,37172,0.8892,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 16:00,2025-08-20,16,Copper,705.78,706.34,0.57,0.0801,3242,80076,710,16.04,16.54,42085,37991,0.9027,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 17:00,2025-08-20,17,Copper,707.92,710.0,2.08,0.2935,14676,79880,710,16.78,17.28,41013,38867,0.9477,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 18:00,2025-08-20,18,Copper,704.98,707.37,2.39,0.3391,2777,81219,700,16.17,16.67,42279,38940,0.921,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 19:00,2025-08-20,19,Copper,701.21,703.42,2.22,0.3161,12134,78992,700,15.83,16.33,40541,38451,0.9484,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 20:00,2025-08-20,20,Copper,701.98,705.66,3.68,0.5239,6072,80842,700,16.3,16.8,41830,39012,0.9326,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 21:00,2025-08-20,21,Copper,701.32,703.37,2.06,0.2935,9313,79690,700,16.29,16.79,41743,37947,0.9091,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 22:00,2025-08-20,22,Copper,699.92,700.95,1.03,0.1475,13231,78019,700,16.3,16.8,41203,36816,0.8935,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-20 23:00,2025-08-20,23,Copper,704.12,707.2,3.08,0.4374,14195,78660,700,15.97,16.47,41133,37527,0.9123,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 09:00,2025-08-21,9,Copper,703.01,705.6,2.59,0.3688,3960,80707,700,16.11,16.61,40985,39722,0.9692,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 10:00,2025-08-21,10,Copper,704.57,707.81,3.23,0.4589,9509,78265,700,16.71,17.21,41248,37017,0.8974,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 11:00,2025-08-21,11,Copper,701.9,703.42,1.52,0.2166,8612,80693,700,15.92,16.42,41435,39258,0.9475,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 12:00,2025-08-21,12,Copper,703.11,706.72,3.6,0.5122,13777,80497,700,16.52,17.02,42941,37556,0.8746,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 13:00,2025-08-21,13,Copper,700.86,703.04,2.18,0.3109,1593,79066,700,16.25,16.75,42268,36798,0.8706,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 14:00,2025-08-21,14,Copper,702.3,704.23,1.93,0.2753,14375,79015,700,16.36,16.86,40758,38257,0.9386,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 15:00,2025-08-21,15,Copper,703.73,708.84,5.1,0.7251,2454,79410,700,16.48,16.98,41891,37519,0.8956,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 16:00,2025-08-21,16,Copper,700.53,701.15,0.62,0.0881,8095,80422,700,15.88,16.38,42587,37835,0.8884,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 17:00,2025-08-21,17,Copper,702.41,706.02,3.61,0.5141,5896,80310,700,16.06,16.56,41989,38321,0.9126,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 18:00,2025-08-21,18,Copper,704.03,706.35,2.31,0.3286,5318,79481,700,15.86,16.36,40762,38719,0.9499,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 19:00,2025-08-21,19,Copper,704.94,707.08,2.15,0.3044,2685,79242,700,16.27,16.77,41686,37556,0.9009,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 20:00,2025-08-21,20,Copper,705.18,708.88,3.7,0.5245,8376,78161,710,16.82,17.32,40842,37319,0.9137,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 21:00,2025-08-21,21,Copper,705.26,711.64,6.39,0.9054,7238,80135,710,16.35,16.85,42352,37783,0.8921,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 22:00,2025-08-21,22,Copper,704.08,707.31,3.23,0.4588,2929,81619,700,15.89,16.39,43250,38369,0.8871,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-21 23:00,2025-08-21,23,Copper,701.63,705.22,3.58,0.5108,1154,80350,700,16.37,16.87,41431,38919,0.9394,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 09:00,2025-08-22,9,Copper,698.16,701.69,3.53,0.5053,5814,79081,700,16.24,16.74,41045,38036,0.9267,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 10:00,2025-08-22,10,Copper,698.93,702.32,3.39,0.485,6997,79527,700,16.4,16.9,41499,38028,0.9164,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 11:00,2025-08-22,11,Copper,702.8,706.22,3.42,0.4868,7154,79784,700,15.79,16.29,42590,37194,0.8733,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 12:00,2025-08-22,12,Copper,702.05,705.25,3.21,0.4568,3074,79725,700,15.5,16.0,42354,37371,0.8823,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 13:00,2025-08-22,13,Copper,705.84,710.79,4.95,0.7007,4051,80300,710,16.68,17.18,42252,38048,0.9005,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 14:00,2025-08-22,14,Copper,705.87,710.6,4.74,0.6714,4072,78791,710,16.12,16.62,41859,36932,0.8823,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 15:00,2025-08-22,15,Copper,705.73,710.69,4.97,0.7036,601,78213,710,15.85,16.35,40332,37881,0.9392,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 16:00,2025-08-22,16,Copper,705.76,706.27,0.52,0.0732,2725,79538,710,16.62,17.12,40569,38969,0.9606,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 17:00,2025-08-22,17,Copper,705.39,707.9,2.51,0.3553,7797,81177,710,16.48,16.98,42189,38988,0.9241,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 18:00,2025-08-22,18,Copper,700.29,702.31,2.02,0.2882,14644,79771,700,16.28,16.78,41417,38354,0.926,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 19:00,2025-08-22,19,Copper,696.83,699.91,3.08,0.442,13790,79751,700,16.29,16.79,41027,38724,0.9439,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 20:00,2025-08-22,20,Copper,694.53,695.45,0.92,0.1328,918,78747,690,15.89,16.39,41776,36971,0.885,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 21:00,2025-08-22,21,Copper,688.53,690.57,2.03,0.2955,2541,78245,690,16.11,16.61,39752,38493,0.9683,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 22:00,2025-08-22,22,Copper,688.62,691.26,2.65,0.3843,9372,78974,690,16.37,16.87,41861,37113,0.8866,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-22 23:00,2025-08-22,23,Copper,688.13,690.46,2.32,0.3374,9223,80765,690,16.3,16.8,42398,38367,0.9049,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 09:00,2025-08-25,9,Copper,687.25,688.69,1.44,0.2101,10557,79693,690,16.28,16.78,41692,38001,0.9115,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 10:00,2025-08-25,10,Copper,687.53,690.08,2.55,0.3702,12728,79749,690,15.69,16.19,41823,37926,0.9068,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 11:00,2025-08-25,11,Copper,687.6,689.95,2.35,0.3419,1560,79860,690,16.15,16.65,41417,38443,0.9282,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 12:00,2025-08-25,12,Copper,688.25,690.2,1.95,0.2832,7308,81554,690,16.16,16.66,42330,39224,0.9266,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 13:00,2025-08-25,13,Copper,686.76,689.24,2.48,0.361,910,77816,690,16.43,16.93,40603,37213,0.9165,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 14:00,2025-08-25,14,Copper,684.18,686.75,2.57,0.3761,4290,77865,680,17.01,17.51,40146,37719,0.9395,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 15:00,2025-08-25,15,Copper,684.39,687.5,3.12,0.4552,11568,80587,680,16.17,16.67,42060,38527,0.916,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 16:00,2025-08-25,16,Copper,683.56,686.95,3.39,0.4966,11245,80093,680,16.55,17.05,42006,38087,0.9067,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 17:00,2025-08-25,17,Copper,681.2,680.41,-0.8,-0.1169,6449,78282,680,16.78,17.28,41003,37279,0.9092,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 18:00,2025-08-25,18,Copper,680.5,683.72,3.23,0.4744,10810,81045,680,16.54,17.04,42461,38584,0.9087,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 19:00,2025-08-25,19,Copper,677.99,679.73,1.74,0.257,12022,80335,680,16.1,16.6,42427,37908,0.8935,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 20:00,2025-08-25,20,Copper,681.16,684.63,3.47,0.5087,8960,80250,680,15.95,16.45,41728,38522,0.9232,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 21:00,2025-08-25,21,Copper,682.56,685.06,2.49,0.3651,9018,79371,680,15.92,16.42,41596,37775,0.9081,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 22:00,2025-08-25,22,Copper,678.68,681.62,2.94,0.4328,11689,77948,680,16.61,17.11,40278,37670,0.9353,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-25 23:00,2025-08-25,23,Copper,678.43,682.41,3.97,0.5858,13864,80112,680,16.49,16.99,41286,38826,0.9404,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 09:00,2025-08-26,9,Copper,675.4,678.91,3.52,0.5206,2822,79270,680,15.71,16.21,41526,37744,0.9089,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 10:00,2025-08-26,10,Copper,679.47,682.5,3.03,0.4458,3349,80482,680,16.21,16.71,42223,38259,0.9061,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 11:00,2025-08-26,11,Copper,676.72,677.8,1.08,0.1595,1939,80281,680,16.26,16.76,41788,38493,0.9211,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 12:00,2025-08-26,12,Copper,674.57,676.14,1.57,0.2331,11420,80353,670,16.46,16.96,41655,38698,0.929,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 13:00,2025-08-26,13,Copper,674.12,675.97,1.86,0.2757,10024,78310,670,15.7,16.2,40984,37326,0.9107,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 14:00,2025-08-26,14,Copper,671.32,672.74,1.43,0.2123,9602,79329,670,16.4,16.9,41278,38051,0.9218,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 15:00,2025-08-26,15,Copper,673.21,674.93,1.72,0.2558,13407,79683,670,16.06,16.56,41068,38615,0.9403,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 16:00,2025-08-26,16,Copper,673.19,676.33,3.15,0.4672,11420,78981,670,16.03,16.53,41339,37642,0.9106,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 17:00,2025-08-26,17,Copper,674.97,677.26,2.29,0.3388,11279,79905,670,16.63,17.13,41139,38766,0.9423,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 18:00,2025-08-26,18,Copper,676.49,676.99,0.5,0.0734,11265,80474,680,16.47,16.97,42597,37877,0.8892,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 19:00,2025-08-26,19,Copper,673.55,673.93,0.38,0.0558,4376,79932,670,16.49,16.99,42845,37087,0.8656,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 20:00,2025-08-26,20,Copper,671.22,673.8,2.59,0.3853,3461,78767,670,16.15,16.65,40689,38078,0.9358,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 21:00,2025-08-26,21,Copper,673.79,675.08,1.29,0.1918,14454,79523,670,16.65,17.15,42144,37379,0.8869,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 22:00,2025-08-26,22,Copper,675.69,676.34,0.65,0.0959,11952,78021,680,15.64,16.14,40760,37261,0.9142,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-26 23:00,2025-08-26,23,Copper,673.3,676.54,3.24,0.4805,9745,78443,670,16.47,16.97,40834,37609,0.921,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 09:00,2025-08-27,9,Copper,673.01,675.18,2.16,0.3216,11301,79060,670,15.69,16.19,42109,36951,0.8775,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 10:00,2025-08-27,10,Copper,670.07,674.0,3.94,0.5875,6280,79056,670,16.49,16.99,41227,37829,0.9176,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 11:00,2025-08-27,11,Copper,670.3,673.51,3.21,0.4791,13685,77820,670,16.71,17.21,40585,37235,0.9175,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 12:00,2025-08-27,12,Copper,671.78,673.93,2.15,0.3196,13873,80537,670,16.11,16.61,43155,37382,0.8662,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 13:00,2025-08-27,13,Copper,672.65,674.94,2.3,0.3412,3265,80200,670,16.62,17.12,41946,38254,0.912,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 14:00,2025-08-27,14,Copper,669.88,673.32,3.44,0.5137,8773,79188,670,16.31,16.81,41633,37555,0.902,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 15:00,2025-08-27,15,Copper,668.65,669.49,0.84,0.1256,5190,79918,670,16.52,17.02,41508,38410,0.9254,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 16:00,2025-08-27,16,Copper,670.19,672.69,2.49,0.3721,10903,78780,670,16.09,16.59,41050,37730,0.9191,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 17:00,2025-08-27,17,Copper,669.35,671.54,2.19,0.3273,5792,79688,670,16.25,16.75,41346,38342,0.9273,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 18:00,2025-08-27,18,Copper,673.45,673.36,-0.09,-0.0137,10957,77923,670,15.88,16.38,40393,37530,0.9291,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 19:00,2025-08-27,19,Copper,672.79,674.5,1.71,0.2546,13452,81559,670,16.73,17.23,42516,39043,0.9183,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 20:00,2025-08-27,20,Copper,671.6,673.58,1.98,0.2956,9134,79313,670,16.15,16.65,41208,38105,0.9247,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 21:00,2025-08-27,21,Copper,673.12,677.23,4.11,0.6107,3506,77987,670,16.0,16.5,40745,37242,0.914,INR/kg,Dhan API v2 (Client 1112620458)
2025-08-27 22:00,2025-08-27,22,Copper,673.52,674.06,0.54,0.0807,10481,78537,670,16.21,16.71,41368,37169,0.8985,INR/kg,Dhan API v2 (Client 1112620458)
