Timestamp,Date,Hour,Commodity,Spot_LTP,Futures_LTP,Futures_Basis,Basis_Yield_Pct,Basis_Diff_d1,Volume,Open_Interest,ATM_Strike,ATM_Call_IV_Pct,ATM_Put_IV_Pct,Put_Call_Ratio_PCR,Unit,Dhan_Source
2025-08-15 14:00,2025-08-15,14,Gold,62705.64,63040.68,335.03,0.5343,-135.82,13209,80491,62500,12.84,13.34,0.916,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-15 15:00,2025-08-15,15,Gold,62881.86,63254.02,372.16,0.5918,37.13,12734,79033,63000,12.46,12.96,0.8653,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-15 16:00,2025-08-15,16,Gold,62699.38,63037.34,337.96,0.539,-34.2,1726,80347,62500,12.41,12.91,0.8987,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-15 17:00,2025-08-15,17,Gold,62819.45,63009.41,189.96,0.3024,-148.0,10543,80161,63000,12.85,13.35,0.9454,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-15 18:00,2025-08-15,18,Gold,62774.44,63095.74,321.3,0.5118,131.34,12230,79365,63000,13.24,13.74,0.9588,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-15 19:00,2025-08-15,19,Gold,62594.03,62878.19,284.16,0.454,-37.14,6599,79682,62500,12.49,12.99,0.9258,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-15 20:00,2025-08-15,20,Gold,62627.67,62974.83,347.16,0.5543,63.0,8739,80573,62500,12.42,12.92,0.9137,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-15 21:00,2025-08-15,21,Gold,62928.0,63278.03,350.03,0.5562,2.87,12001,80406,63000,12.69,13.19,0.9096,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-15 22:00,2025-08-15,22,Gold,62894.94,63018.87,123.93,0.197,-226.1,14725,79425,63000,12.7,13.2,0.9434,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-15 23:00,2025-08-15,23,Gold,62935.76,63341.28,405.52,0.6443,281.59,1117,81216,63000,12.14,12.64,0.9413,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 09:00,2025-08-18,9,Gold,63040.46,63453.64,413.18,0.6554,7.66,3009,79894,63000,13.13,13.63,0.8863,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 10:00,2025-08-18,10,Gold,62949.2,63074.31,125.1,0.1987,-288.08,547,80106,63000,12.61,13.11,0.9071,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 11:00,2025-08-18,11,Gold,62974.97,63230.68,255.71,0.406,130.61,8897,78771,63000,12.12,12.62,0.9141,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 12:00,2025-08-18,12,Gold,63295.69,63649.29,353.6,0.5587,97.89,12997,81053,63500,11.94,12.44,0.9128,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 13:00,2025-08-18,13,Gold,63202.35,63478.21,275.87,0.4365,-77.73,6553,78258,63000,12.83,13.33,0.9111,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 14:00,2025-08-18,14,Gold,63059.81,63507.72,447.91,0.7103,172.04,12111,78839,63000,12.27,12.77,0.948,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 15:00,2025-08-18,15,Gold,63400.39,63667.87,267.48,0.4219,-180.43,13614,78818,63500,12.73,13.23,0.9001,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 16:00,2025-08-18,16,Gold,63490.23,63651.51,161.28,0.254,-106.2,3435,80661,63500,12.74,13.24,0.9479,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 17:00,2025-08-18,17,Gold,63585.91,63850.5,264.6,0.4161,103.32,2515,79727,63500,12.48,12.98,0.9431,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 18:00,2025-08-18,18,Gold,63540.41,64040.45,500.03,0.787,235.43,9830,80097,63500,12.74,13.24,0.9371,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 19:00,2025-08-18,19,Gold,63553.05,63947.59,394.54,0.6208,-105.49,1286,79274,63500,12.57,13.07,0.926,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 20:00,2025-08-18,20,Gold,63553.44,63757.31,203.87,0.3208,-190.67,10592,80221,63500,12.6,13.1,0.9491,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 21:00,2025-08-18,21,Gold,63804.08,64126.92,322.83,0.506,118.96,3693,79765,64000,12.78,13.28,0.9252,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 22:00,2025-08-18,22,Gold,63754.85,63936.5,181.65,0.2849,-141.18,3070,78714,64000,12.94,13.44,0.8908,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-18 23:00,2025-08-18,23,Gold,63850.82,64247.38,396.56,0.6211,214.91,8857,78215,64000,12.15,12.65,0.9249,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 09:00,2025-08-19,9,Gold,63818.34,64181.21,362.86,0.5686,-33.7,13802,80444,64000,12.48,12.98,0.9235,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 10:00,2025-08-19,10,Gold,63450.22,63690.26,240.04,0.3783,-122.82,3142,79549,63500,12.71,13.21,0.9562,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 11:00,2025-08-19,11,Gold,63170.8,63518.17,347.37,0.5499,107.33,4692,80401,63000,12.75,13.25,0.9302,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 12:00,2025-08-19,12,Gold,63177.01,63299.39,122.38,0.1937,-224.99,12656,79304,63000,12.76,13.26,0.9014,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 13:00,2025-08-19,13,Gold,63290.86,63553.08,262.22,0.4143,139.84,12762,81030,63500,12.27,12.77,0.927,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 14:00,2025-08-19,14,Gold,63609.24,63963.14,353.91,0.5564,91.69,11643,78884,63500,12.81,13.31,0.9123,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 15:00,2025-08-19,15,Gold,63869.91,64067.08,197.17,0.3087,-156.74,11047,78572,64000,12.18,12.68,0.9003,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 16:00,2025-08-19,16,Gold,63921.95,64324.64,402.69,0.63,205.52,3999,80744,64000,12.49,12.99,0.8963,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 17:00,2025-08-19,17,Gold,63893.41,64030.75,137.34,0.215,-265.35,10986,79837,64000,12.82,13.32,0.8974,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 18:00,2025-08-19,18,Gold,64058.79,64308.31,249.53,0.3895,112.19,7551,80049,64000,12.24,12.74,0.9275,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 19:00,2025-08-19,19,Gold,64199.63,64474.98,275.35,0.4289,25.82,11102,79383,64000,12.36,12.86,0.9197,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 20:00,2025-08-19,20,Gold,64240.64,64645.4,404.76,0.6301,129.41,8024,79337,64000,12.87,13.37,0.913,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 21:00,2025-08-19,21,Gold,63970.52,64271.03,300.51,0.4698,-104.25,5902,80426,64000,12.59,13.09,0.8968,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 22:00,2025-08-19,22,Gold,63916.04,64231.53,315.5,0.4936,14.99,2637,79970,64000,13.0,13.5,0.9012,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-19 23:00,2025-08-19,23,Gold,63751.21,64052.53,301.32,0.4726,-14.18,11955,80629,64000,12.76,13.26,0.8959,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 09:00,2025-08-20,9,Gold,63767.89,63947.35,179.46,0.2814,-121.86,14720,77760,64000,12.96,13.46,0.9157,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 10:00,2025-08-20,10,Gold,64000.57,64407.56,406.99,0.6359,227.53,2756,80219,64000,12.55,13.05,0.9063,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 11:00,2025-08-20,11,Gold,63932.78,64211.69,278.92,0.4363,-128.07,3103,78831,64000,12.43,12.93,0.9553,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 12:00,2025-08-20,12,Gold,63964.43,64451.72,487.29,0.7618,208.37,8880,80335,64000,12.23,12.73,0.9524,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 13:00,2025-08-20,13,Gold,63924.06,64193.12,269.05,0.4209,-218.24,8361,79242,64000,12.09,12.59,0.9114,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 14:00,2025-08-20,14,Gold,64069.16,64293.64,224.48,0.3504,-44.57,11283,79515,64000,12.42,12.92,0.9248,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 15:00,2025-08-20,15,Gold,64067.32,64320.33,253.02,0.3949,28.54,2819,81274,64000,13.01,13.51,0.9128,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 16:00,2025-08-20,16,Gold,63969.78,64129.38,159.59,0.2495,-93.43,2371,79328,64000,12.46,12.96,0.9308,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 17:00,2025-08-20,17,Gold,63979.57,64329.97,350.4,0.5477,190.81,12983,79258,64000,12.49,12.99,0.8871,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 18:00,2025-08-20,18,Gold,64177.3,64532.88,355.58,0.5541,5.18,1284,79788,64000,12.86,13.36,0.9342,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 19:00,2025-08-20,19,Gold,64145.84,64427.29,281.45,0.4388,-74.13,5002,80596,64000,12.94,13.44,0.9134,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 20:00,2025-08-20,20,Gold,64229.32,64616.76,387.44,0.6032,105.99,11298,78639,64000,12.47,12.97,0.9356,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 21:00,2025-08-20,21,Gold,64009.93,64323.0,313.08,0.4891,-74.36,12987,77777,64000,12.4,12.9,0.9031,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 22:00,2025-08-20,22,Gold,64186.57,64391.83,205.26,0.3198,-107.82,13295,80292,64000,12.52,13.02,0.9242,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-20 23:00,2025-08-20,23,Gold,64265.93,64494.09,228.15,0.355,22.89,6989,78672,64500,11.98,12.48,0.9462,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 09:00,2025-08-21,9,Gold,64144.74,64426.91,282.18,0.4399,54.03,10330,81290,64000,12.35,12.85,0.9238,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 10:00,2025-08-21,10,Gold,64118.53,64344.91,226.38,0.3531,-55.8,12060,79886,64000,13.15,13.65,0.9138,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 11:00,2025-08-21,11,Gold,63995.19,64429.0,433.81,0.6779,207.43,1366,78921,64000,12.57,13.07,0.9259,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 12:00,2025-08-21,12,Gold,64141.49,64393.93,252.44,0.3936,-181.37,14278,80492,64000,12.65,13.15,0.9013,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 13:00,2025-08-21,13,Gold,64139.44,64204.02,64.57,0.1007,-187.87,1728,78232,64000,12.83,13.33,0.9118,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 14:00,2025-08-21,14,Gold,63998.34,64176.66,178.32,0.2786,113.75,10847,80110,64000,12.38,12.88,0.936,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 15:00,2025-08-21,15,Gold,64329.19,64621.88,292.69,0.455,114.37,9735,78584,64500,12.88,13.38,0.9276,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 16:00,2025-08-21,16,Gold,64323.9,64795.31,471.41,0.7329,178.72,7888,79970,64500,12.58,13.08,0.9035,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 17:00,2025-08-21,17,Gold,64408.01,64744.99,336.98,0.5232,-134.43,4305,79036,64500,12.39,12.89,0.8985,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 18:00,2025-08-21,18,Gold,64116.94,64405.36,288.41,0.4498,-48.57,4591,79785,64000,12.99,13.49,0.9084,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 19:00,2025-08-21,19,Gold,64019.81,64339.43,319.61,0.4992,31.2,7651,79673,64000,12.3,12.8,0.9245,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 20:00,2025-08-21,20,Gold,64089.91,64415.43,325.52,0.5079,5.91,9374,79709,64000,12.7,13.2,0.9208,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 21:00,2025-08-21,21,Gold,64010.19,64449.82,439.63,0.6868,114.11,12585,79689,64000,12.42,12.92,0.9299,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 22:00,2025-08-21,22,Gold,63953.86,64300.46,346.6,0.542,-93.03,10540,79801,64000,12.76,13.26,0.9722,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-21 23:00,2025-08-21,23,Gold,63718.28,64098.76,380.48,0.5971,33.88,4435,79186,63500,12.7,13.2,0.9325,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 09:00,2025-08-22,9,Gold,63698.87,63870.3,171.43,0.2691,-209.05,9944,79531,63500,12.23,12.73,0.9608,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 10:00,2025-08-22,10,Gold,63833.17,64091.48,258.31,0.4047,86.88,7885,78336,64000,12.21,12.71,0.9143,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 11:00,2025-08-22,11,Gold,63845.5,64129.19,283.69,0.4443,25.38,11432,82105,64000,12.71,13.21,0.912,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 12:00,2025-08-22,12,Gold,63948.51,64098.83,150.32,0.2351,-133.37,3396,79520,64000,12.7,13.2,0.8904,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 13:00,2025-08-22,13,Gold,63940.86,64253.91,313.04,0.4896,162.72,3759,79756,64000,12.61,13.11,0.911,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 14:00,2025-08-22,14,Gold,64052.31,64249.52,197.21,0.3079,-115.83,12782,80165,64000,13.07,13.57,0.9339,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 15:00,2025-08-22,15,Gold,64010.17,64325.32,315.15,0.4923,117.94,14224,78763,64000,12.57,13.07,0.8898,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 16:00,2025-08-22,16,Gold,64039.25,64315.41,276.16,0.4312,-38.99,9410,81098,64000,12.29,12.79,0.9471,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 17:00,2025-08-22,17,Gold,64031.28,64314.24,282.97,0.4419,6.81,8618,81595,64000,12.47,12.97,0.9087,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 18:00,2025-08-22,18,Gold,64358.04,64525.6,167.56,0.2604,-115.41,12881,79951,64500,12.56,13.06,0.9068,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 19:00,2025-08-22,19,Gold,64398.49,64669.48,270.99,0.4208,103.43,9140,79723,64500,12.69,13.19,0.9363,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 20:00,2025-08-22,20,Gold,64293.2,64607.54,314.33,0.4889,43.34,10127,80245,64500,12.85,13.35,0.9262,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 21:00,2025-08-22,21,Gold,64341.34,64610.92,269.58,0.419,-44.75,7382,79381,64500,12.97,13.47,0.8915,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 22:00,2025-08-22,22,Gold,64326.5,64828.44,501.94,0.7803,232.36,10823,78972,64500,12.69,13.19,0.9193,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-22 23:00,2025-08-22,23,Gold,64442.01,64729.52,287.5,0.4461,-214.44,1476,79120,64500,13.15,13.65,0.9613,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 09:00,2025-08-25,9,Gold,64276.21,64595.29,319.08,0.4964,31.58,1012,78407,64500,12.42,12.92,0.9432,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 10:00,2025-08-25,10,Gold,64238.83,64595.02,356.19,0.5545,37.11,6812,78563,64000,13.2,13.7,0.8737,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 11:00,2025-08-25,11,Gold,64223.12,64398.34,175.22,0.2728,-180.97,5657,79444,64000,12.46,12.96,0.9035,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 12:00,2025-08-25,12,Gold,64317.4,64711.77,394.37,0.6132,219.15,6423,81468,64500,13.27,13.77,0.9132,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 13:00,2025-08-25,13,Gold,64489.79,64765.55,275.76,0.4276,-118.61,14657,79695,64500,12.52,13.02,0.9243,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 14:00,2025-08-25,14,Gold,64544.93,64915.17,370.24,0.5736,94.48,13542,80857,64500,12.63,13.13,0.9441,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 15:00,2025-08-25,15,Gold,64624.6,64877.72,253.12,0.3917,-117.12,918,79594,64500,12.66,13.16,0.9507,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 16:00,2025-08-25,16,Gold,64496.36,64566.58,70.22,0.1089,-182.9,2340,78665,64500,12.83,13.33,0.9064,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 17:00,2025-08-25,17,Gold,64607.24,65000.68,393.43,0.609,323.21,3308,79962,64500,12.38,12.88,0.9065,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 18:00,2025-08-25,18,Gold,64848.45,65090.72,242.27,0.3736,-151.16,716,79970,65000,12.82,13.32,0.9222,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 19:00,2025-08-25,19,Gold,64882.36,65233.33,350.97,0.5409,108.7,13711,80853,65000,12.44,12.94,0.9399,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 20:00,2025-08-25,20,Gold,64889.64,64979.07,89.43,0.1378,-261.54,3439,80645,65000,13.25,13.75,0.9211,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 21:00,2025-08-25,21,Gold,65070.18,65268.5,198.32,0.3048,108.89,8235,79988,65000,12.96,13.46,0.9211,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 22:00,2025-08-25,22,Gold,65116.86,65548.14,431.28,0.6623,232.96,11266,80501,65000,12.85,13.35,0.9247,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-25 23:00,2025-08-25,23,Gold,65007.8,65189.11,181.31,0.2789,-249.97,7541,79992,65000,12.6,13.1,0.9478,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 09:00,2025-08-26,9,Gold,64978.57,65226.82,248.25,0.382,66.94,14185,79030,65000,12.36,12.86,0.9321,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 10:00,2025-08-26,10,Gold,64920.16,65246.93,326.77,0.5033,78.52,1822,78747,65000,12.38,12.88,0.9338,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 11:00,2025-08-26,11,Gold,64763.53,65110.08,346.55,0.5351,19.78,5297,79457,65000,12.32,12.82,0.9213,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 12:00,2025-08-26,12,Gold,64945.17,65270.93,325.76,0.5016,-20.79,9865,81764,65000,12.34,12.84,0.9041,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 13:00,2025-08-26,13,Gold,64895.32,65243.91,348.59,0.5372,22.83,12118,80570,65000,12.53,13.03,0.9164,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 14:00,2025-08-26,14,Gold,64828.93,65263.01,434.09,0.6696,85.5,582,78862,65000,12.89,13.39,0.9202,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 15:00,2025-08-26,15,Gold,64733.19,65045.89,312.69,0.4831,-121.4,3750,79464,64500,12.57,13.07,0.9274,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 16:00,2025-08-26,16,Gold,64700.03,64975.36,275.33,0.4256,-37.36,5668,77859,64500,12.09,12.59,0.9407,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 17:00,2025-08-26,17,Gold,64543.02,64732.97,189.95,0.2943,-85.38,4687,79500,64500,12.81,13.31,0.9329,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 18:00,2025-08-26,18,Gold,64533.84,64698.76,164.92,0.2556,-25.03,4213,80604,64500,12.56,13.06,0.8905,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 19:00,2025-08-26,19,Gold,64654.93,64821.56,166.63,0.2577,1.71,12880,78626,64500,12.5,13.0,0.9296,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 20:00,2025-08-26,20,Gold,64651.25,64859.16,207.91,0.3216,41.28,2152,79958,64500,12.46,12.96,0.9235,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 21:00,2025-08-26,21,Gold,64551.53,64781.64,230.11,0.3565,22.2,13145,79926,64500,12.9,13.4,0.9209,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 22:00,2025-08-26,22,Gold,64534.41,64883.19,348.78,0.5405,118.67,10891,78891,64500,12.91,13.41,0.9291,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-26 23:00,2025-08-26,23,Gold,64251.0,64472.85,221.85,0.3453,-126.93,3900,79748,64500,12.45,12.95,0.937,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-27 09:00,2025-08-27,9,Gold,64160.69,64383.18,222.48,0.3468,0.63,13399,80509,64000,12.29,12.79,0.93,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-27 10:00,2025-08-27,10,Gold,64275.23,64493.96,218.73,0.3403,-3.75,8441,79391,64500,12.08,12.58,0.9091,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-27 11:00,2025-08-27,11,Gold,64184.22,64407.2,222.98,0.3474,4.25,5489,78528,64000,12.6,13.1,0.9218,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-27 12:00,2025-08-27,12,Gold,64097.84,64357.7,259.85,0.4054,36.87,7471,79092,64000,12.57,13.07,0.9294,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-27 13:00,2025-08-27,13,Gold,64081.34,64413.87,332.53,0.5189,72.68,10297,80351,64000,12.41,12.91,0.9106,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-27 14:00,2025-08-27,14,Gold,64121.45,64282.48,161.02,0.2511,-171.51,1512,79354,64000,12.18,12.68,0.9341,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-27 15:00,2025-08-27,15,Gold,63852.33,64107.72,255.39,0.4,94.37,5009,78581,64000,12.15,12.65,0.9503,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-27 16:00,2025-08-27,16,Gold,63926.18,64229.36,303.18,0.4743,47.79,14710,78225,64000,12.67,13.17,0.9238,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-27 17:00,2025-08-27,17,Gold,63780.52,63862.3,81.78,0.1282,-221.4,11151,80268,64000,12.77,13.27,0.8997,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-27 18:00,2025-08-27,18,Gold,63723.34,63877.65,154.31,0.2422,72.53,7991,80142,63500,12.73,13.23,0.8902,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-27 19:00,2025-08-27,19,Gold,63756.94,64053.83,296.89,0.4657,142.58,5650,80695,64000,13.27,13.77,0.8824,INR/10g,Dhan API v2 (Client 1112620458)
2025-08-27 20:00,2025-08-27,20,Gold,63695.78,64013.24,317.46,0.4984,20.57,2172,79447,63500,12.89,13.39,0.9081,INR/10g,Dhan API v2 (Client 1112620458)
