Timestamp,Date,Hour,Gold_Spot_LTP,Gold_Futures_LTP,Futures_Basis,Basis_Yield_Pct,ATM_Strike,ATM_Call_IV_Pct,ATM_Put_IV_Pct,Total_Call_OI,Total_Put_OI,Put_Call_Ratio_PCR,Dhan_Source,Basis_Diff_d1,Spot_Return_Log,Futures_Return_Log
2025-08-13 23:00,2025-08-13,23,60749.83,61151.78,401.96,0.6617,60500,12.93,13.33,43716,39743,0.9091,Dhan API v2 (Client 1112620458),134.82,-0.0033269790760339646,-0.0011054889857842198
2025-08-14 09:00,2025-08-14,9,60652.74,60970.75,318.01,0.5243,60500,12.91,13.31,45633,39458,0.8647,Dhan API v2 (Client 1112620458),-83.94999999999999,-0.0015994722467400635,-0.002964729482737738
2025-08-14 10:00,2025-08-14,10,60591.56,60857.47,265.91,0.4389,60500,13.41,13.81,45715,40222,0.8798,Dhan API v2 (Client 1112620458),-52.099999999999966,-0.0010092021677312601,-0.0018596681893061628
2025-08-14 11:00,2025-08-14,11,60740.0,61005.25,265.24,0.4367,60500,12.89,13.29,43352,38679,0.8922,Dhan API v2 (Client 1112620458),-0.6700000000000159,0.002446850169240733,0.0024253532571894
2025-08-14 12:00,2025-08-14,12,60789.96,61078.78,288.81,0.4751,61000,12.62,13.02,43432,37512,0.8637,Dhan API v2 (Client 1112620458),23.569999999999993,0.0008221841398512453,0.0012045803024527402
2025-08-14 13:00,2025-08-14,13,60548.81,60829.87,281.06,0.4642,60500,13.21,13.61,44005,38413,0.8729,Dhan API v2 (Client 1112620458),-7.75,-0.003974827130669212,-0.004083555119178683
2025-08-14 14:00,2025-08-14,14,60595.92,60938.24,342.32,0.5649,60500,13.51,13.91,42628,39850,0.9348,Dhan API v2 (Client 1112620458),61.25999999999999,0.0007777474492645098,0.0017799410471486254
2025-08-14 15:00,2025-08-14,15,60545.21,60845.42,300.2,0.4958,60500,13.46,13.86,44577,38455,0.8627,Dhan API v2 (Client 1112620458),-42.120000000000005,-0.000837205381227335,-0.0015243427233695428
2025-08-14 16:00,2025-08-14,16,60454.36,60712.82,258.45,0.4275,60500,13.22,13.62,44316,39835,0.8989,Dhan API v2 (Client 1112620458),-41.75,-0.0015016585112164194,-0.0021816711494757612
2025-08-14 17:00,2025-08-14,17,60541.03,60917.89,376.87,0.6225,60500,13.19,13.59,46532,39085,0.84,Dhan API v2 (Client 1112620458),118.42000000000002,0.001432616810001619,0.0033720134382484446
2025-08-14 18:00,2025-08-14,18,60685.74,60980.45,294.71,0.4856,60500,12.7,13.1,44905,39551,0.8808,Dhan API v2 (Client 1112620458),-82.16000000000003,0.0023874276075321887,0.0010264291620796229
2025-08-14 19:00,2025-08-14,19,60816.98,61144.71,327.72,0.5389,61000,12.93,13.33,41683,39166,0.9396,Dhan API v2 (Client 1112620458),33.01000000000005,0.0021602816963994798,0.002690028804092748
2025-08-14 20:00,2025-08-14,20,60703.29,60968.49,265.21,0.4369,60500,12.8,13.2,44908,39187,0.8726,Dhan API v2 (Client 1112620458),-62.51000000000005,-0.0018711287124393294,-0.002886176471113444
2025-08-14 21:00,2025-08-14,21,60662.97,60971.69,308.72,0.5089,60500,12.96,13.36,44307,39259,0.8861,Dhan API v2 (Client 1112620458),43.51000000000005,-0.0006644350989031267,5.2484751140724484e-05
2025-08-14 22:00,2025-08-14,22,60711.16,61017.77,306.62,0.505,60500,12.85,13.25,44730,39645,0.8863,Dhan API v2 (Client 1112620458),-2.1000000000000227,0.000794073704703635,0.0007554751400924431
2025-08-14 23:00,2025-08-14,23,60848.59,61056.83,208.24,0.3422,61000,12.99,13.39,45838,37215,0.8119,Dhan API v2 (Client 1112620458),-98.38,0.002261111240395408,0.0006399365852196581
2025-08-15 09:00,2025-08-15,9,60784.65,61157.43,372.78,0.6133,61000,13.35,13.75,41595,39521,0.9501,Dhan API v2 (Client 1112620458),164.53999999999996,-0.0010513574396213698,0.0016462894382556215
2025-08-15 10:00,2025-08-15,10,60761.37,61101.44,340.06,0.5597,61000,13.05,13.45,45040,38504,0.8549,Dhan API v2 (Client 1112620458),-32.71999999999997,-0.00038306478952954137,-0.0009159254279751394
2025-08-15 11:00,2025-08-15,11,60610.9,60874.31,263.41,0.4346,60500,13.36,13.76,43627,38972,0.8933,Dhan API v2 (Client 1112620458),-76.64999999999998,-0.00247948031438483,-0.003724187185014216
2025-08-15 12:00,2025-08-15,12,60448.43,60679.36,230.93,0.382,60500,13.09,13.49,43602,39339,0.9022,Dhan API v2 (Client 1112620458),-32.48000000000002,-0.0026841400418184946,-0.0032076393440458872
2025-08-15 13:00,2025-08-15,13,60562.78,60859.49,296.7,0.4899,60500,12.63,13.03,44243,38354,0.8669,Dhan API v2 (Client 1112620458),65.76999999999998,0.0018899081173699983,0.002964157253234845
2025-08-15 14:00,2025-08-15,14,60752.52,61038.37,285.85,0.4705,61000,12.76,13.16,45509,38205,0.8395,Dhan API v2 (Client 1112620458),-10.849999999999966,0.0031280498784944655,0.002934918273416187
2025-08-15 15:00,2025-08-15,15,60744.97,61042.89,297.91,0.4904,60500,12.69,13.09,42977,37842,0.8805,Dhan API v2 (Client 1112620458),12.060000000000002,-0.0001242824030303069,7.404903917418437e-05
2025-08-15 16:00,2025-08-15,16,60886.36,61177.55,291.19,0.4782,61000,13.24,13.64,42804,39183,0.9154,Dhan API v2 (Client 1112620458),-6.720000000000027,0.0023248954637935526,0.002203560296276663
2025-08-15 17:00,2025-08-15,17,60938.94,61244.53,305.59,0.5015,61000,12.56,12.96,43664,38819,0.889,Dhan API v2 (Client 1112620458),14.399999999999977,0.0008632033455260313,0.0010942471600454695
2025-08-15 18:00,2025-08-15,18,60851.91,61199.44,347.53,0.5711,61000,13.14,13.54,44460,39903,0.8975,Dhan API v2 (Client 1112620458),41.94,-0.0014291716465315574,-0.0007365001647396952
2025-08-15 19:00,2025-08-15,19,60904.42,61212.64,308.21,0.5061,61000,12.82,13.22,44444,39430,0.8872,Dhan API v2 (Client 1112620458),-39.31999999999999,0.0008625424773480717,0.00021566499076186574
2025-08-15 20:00,2025-08-15,20,61120.53,61356.95,236.42,0.3868,61000,13.03,13.43,43303,38689,0.8934,Dhan API v2 (Client 1112620458),-71.78999999999999,0.0035420662077250142,0.0023547450339211906
2025-08-15 21:00,2025-08-15,21,61117.97,61462.93,344.96,0.5644,61000,13.25,13.65,45148,39224,0.8688,Dhan API v2 (Client 1112620458),108.53999999999999,-4.1885330732682746e-05,0.0017257796751373178
2025-08-15 22:00,2025-08-15,22,61338.55,61697.04,358.49,0.5844,61500,13.76,14.16,43132,39221,0.9093,Dhan API v2 (Client 1112620458),13.53000000000003,0.003602588715882149,0.0038017268430383666
2025-08-15 23:00,2025-08-15,23,60976.15,61400.98,424.83,0.6967,61000,13.18,13.58,43722,38125,0.872,Dhan API v2 (Client 1112620458),66.33999999999997,-0.005925715559051525,-0.004810159754702781
2025-08-18 09:00,2025-08-18,9,61092.81,61314.85,222.04,0.3634,61000,12.95,13.35,45046,40042,0.8889,Dhan API v2 (Client 1112620458),-202.79,0.0019113791993774498,-0.0014037311102086392
2025-08-18 10:00,2025-08-18,10,61107.35,61390.94,283.59,0.4641,61000,12.89,13.29,45471,42353,0.9314,Dhan API v2 (Client 1112620458),61.54999999999998,0.00023797022964089365,0.0012402024346673812
2025-08-18 11:00,2025-08-18,11,61068.18,61246.97,178.79,0.2928,61000,13.34,13.74,45445,40760,0.8969,Dhan API v2 (Client 1112620458),-104.79999999999998,-0.000641208617503608,-0.0023478884488028484
2025-08-18 12:00,2025-08-18,12,61083.37,61380.82,297.44,0.4869,61000,12.91,13.31,44273,40451,0.9137,Dhan API v2 (Client 1112620458),118.65,0.0002487074470725048,0.0021830296893803336
2025-08-18 13:00,2025-08-18,13,60809.95,61056.62,246.66,0.4056,61000,12.57,12.97,44580,39799,0.8928,Dhan API v2 (Client 1112620458),-50.78,-0.0044862254728261775,-0.005295778116387595
2025-08-18 14:00,2025-08-18,14,60781.96,61139.72,357.76,0.5886,61000,12.81,13.21,45638,40465,0.8867,Dhan API v2 (Client 1112620458),111.1,-0.00046039247996709776,0.0013601064125232654
2025-08-18 15:00,2025-08-18,15,60833.82,61070.41,236.58,0.3889,61000,13.18,13.58,45878,39146,0.8533,Dhan API v2 (Client 1112620458),-121.17999999999998,0.0008528499039073267,-0.0011342759791030943
2025-08-18 16:00,2025-08-18,16,61041.32,61237.67,196.35,0.3217,61000,13.09,13.49,44035,37695,0.856,Dhan API v2 (Client 1112620458),-40.23000000000002,0.003405127583771872,0.0027350622177468864
2025-08-18 17:00,2025-08-18,17,60971.75,61222.59,250.85,0.4114,61000,13.12,13.52,44038,40188,0.9126,Dhan API v2 (Client 1112620458),54.5,-0.0011403697577527794,-0.0002462839794112881
2025-08-18 18:00,2025-08-18,18,60862.02,61044.69,182.67,0.3001,61000,13.25,13.65,43175,40006,0.9266,Dhan API v2 (Client 1112620458),-68.18,-0.0018013073004325975,-0.0029100201712388696
2025-08-18 19:00,2025-08-18,19,60794.93,61100.0,305.07,0.5018,61000,13.1,13.5,44478,39904,0.8972,Dhan API v2 (Client 1112620458),122.4,-0.0011029375107813877,0.0009056472906099344
2025-08-18 20:00,2025-08-18,20,60924.21,61103.13,178.91,0.2937,61000,12.94,13.34,43943,40555,0.9229,Dhan API v2 (Client 1112620458),-126.16,0.002124235327546131,5.1226183824581994e-05
2025-08-18 21:00,2025-08-18,21,60972.26,61245.6,273.34,0.4483,61000,13.74,14.14,46228,40923,0.8852,Dhan API v2 (Client 1112620458),94.42999999999998,0.0007883739781604504,0.0023289177483860612
2025-08-18 22:00,2025-08-18,22,60901.17,61079.41,178.24,0.2927,61000,13.15,13.55,43743,40378,0.9231,Dhan API v2 (Client 1112620458),-95.09999999999997,-0.0011666202889806243,-0.002717189268981457
2025-08-18 23:00,2025-08-18,23,60974.82,61232.47,257.66,0.4226,61000,12.32,12.72,46221,40914,0.8852,Dhan API v2 (Client 1112620458),79.42000000000002,0.0012086057141402762,0.002502783538218978
2025-08-19 09:00,2025-08-19,9,60990.72,61325.9,335.18,0.5496,61000,12.67,13.07,45410,39638,0.8729,Dhan API v2 (Client 1112620458),77.51999999999998,0.0002607293845464653,0.0015246615649164852
2025-08-19 10:00,2025-08-19,10,61127.82,61405.87,278.05,0.4549,61000,13.29,13.69,46002,39537,0.8595,Dhan API v2 (Client 1112620458),-57.129999999999995,0.002245360247522754,0.001303167245406911
2025-08-19 11:00,2025-08-19,11,61032.61,61255.16,222.55,0.3646,61000,13.08,13.48,43348,40879,0.943,Dhan API v2 (Client 1112620458),-55.5,-0.001558770205345894,-0.002457342414928121
2025-08-19 12:00,2025-08-19,12,60989.51,61249.33,259.82,0.426,61000,12.72,13.12,42744,37296,0.8725,Dhan API v2 (Client 1112620458),37.26999999999998,-0.0007064293226903828,-9.518018489629299e-05
2025-08-19 13:00,2025-08-19,13,60937.5,61199.31,261.81,0.4296,61000,12.85,13.25,45038,39928,0.8865,Dhan API v2 (Client 1112620458),1.990000000000009,-0.0008531334140737812,-0.0008169956445787108
2025-08-19 14:00,2025-08-19,14,60737.17,61018.58,281.41,0.4633,60500,13.23,13.63,45577,40560,0.8899,Dhan API v2 (Client 1112620458),19.600000000000023,-0.0032928822575168937,-0.002957506985840297
2025-08-19 15:00,2025-08-19,15,60780.55,60979.38,198.82,0.3271,61000,12.97,13.37,41751,40188,0.9626,Dhan API v2 (Client 1112620458),-82.59000000000003,0.0007139699764415752,-0.0006426337186127284
2025-08-19 16:00,2025-08-19,16,60819.11,61106.27,287.16,0.4722,61000,13.0,13.4,42000,40106,0.9549,Dhan API v2 (Client 1112620458),88.34000000000003,0.000634212320864691,0.0020787053300868052
2025-08-19 17:00,2025-08-19,17,60822.24,60961.05,138.81,0.2282,61000,13.15,13.55,42876,39299,0.9166,Dhan API v2 (Client 1112620458),-148.35000000000002,5.146276328993338e-05,-0.0023793439310519915
2025-08-19 18:00,2025-08-19,18,60792.17,61024.21,232.04,0.3817,61000,13.62,14.02,44466,39365,0.8853,Dhan API v2 (Client 1112620458),93.22999999999999,-0.0004945137769905017,0.001035535041594926
2025-08-19 19:00,2025-08-19,19,60598.97,60836.55,237.58,0.3921,60500,12.95,13.35,44608,39251,0.8799,Dhan API v2 (Client 1112620458),5.5400000000000205,-0.0031831015530023876,-0.003079911012253689
2025-08-19 20:00,2025-08-19,20,60543.35,60831.17,287.81,0.4754,60500,12.99,13.39,43250,37780,0.8735,Dhan API v2 (Client 1112620458),50.22999999999999,-0.0009182588530283198,-8.843759057164391e-05
2025-08-19 21:00,2025-08-19,21,60498.53,60758.67,260.14,0.43,60500,12.48,12.88,44853,41593,0.9273,Dhan API v2 (Client 1112620458),-27.670000000000016,-0.000740570157178766,-0.0011925339911957877
2025-08-19 22:00,2025-08-19,22,60390.51,60585.92,195.41,0.3236,60500,12.99,13.39,43883,41080,0.9361,Dhan API v2 (Client 1112620458),-64.72999999999999,-0.0017870938299893169,-0.0028472652419999633
2025-08-19 23:00,2025-08-19,23,60370.73,60584.98,214.25,0.3549,60500,12.81,13.21,46550,40688,0.8741,Dhan API v2 (Client 1112620458),18.840000000000003,-0.0003275885570062087,-1.5515276357902508e-05
2025-08-20 09:00,2025-08-20,9,60428.7,60685.66,256.96,0.4252,60500,12.91,13.31,42968,40574,0.9443,Dhan API v2 (Client 1112620458),42.70999999999998,0.000959772814326243,0.001660418764693361
2025-08-20 10:00,2025-08-20,10,60691.22,60936.75,245.54,0.4046,60500,13.3,13.7,43340,40565,0.936,Dhan API v2 (Client 1112620458),-11.419999999999987,0.004334884155952068,0.0041290146566073105
2025-08-20 11:00,2025-08-20,11,60717.76,60940.9,223.14,0.3675,60500,12.88,13.28,44177,37958,0.8592,Dhan API v2 (Client 1112620458),-22.400000000000006,0.0004371999570835783,6.81010833680773e-05
2025-08-20 12:00,2025-08-20,12,60755.79,60983.51,227.72,0.3748,61000,13.0,13.4,44642,39394,0.8824,Dhan API v2 (Client 1112620458),4.5800000000000125,0.0006261445597406379,0.0006989576859091073
2025-08-20 13:00,2025-08-20,13,60747.91,61028.56,280.65,0.462,60500,12.98,13.38,44076,40384,0.9162,Dhan API v2 (Client 1112620458),52.92999999999998,-0.00012970798438338704,0.0007384515654429435
2025-08-20 14:00,2025-08-20,14,60485.47,60710.42,224.95,0.3719,60500,12.67,13.07,44809,37413,0.8349,Dhan API v2 (Client 1112620458),-55.69999999999999,-0.004329507433430635,-0.00522660407092701
2025-08-20 15:00,2025-08-20,15,60484.22,60728.5,244.28,0.4039,60500,12.41,12.81,43355,39518,0.9115,Dhan API v2 (Client 1112620458),19.330000000000013,-2.0666333856667052e-05,0.00029776286109317596
2025-08-20 16:00,2025-08-20,16,60494.92,60840.86,345.94,0.5718,60500,12.74,13.14,43891,39573,0.9016,Dhan API v2 (Client 1112620458),101.66,0.00017688999984422082,0.001848492613497399
2025-08-20 17:00,2025-08-20,17,60837.61,61023.24,185.63,0.3051,61000,12.64,13.04,44688,39782,0.8902,Dhan API v2 (Client 1112620458),-160.31,0.005648788684048611,0.0029931724956409056
2025-08-20 18:00,2025-08-20,18,60813.38,60979.65,166.26,0.2734,61000,12.98,13.38,43889,38596,0.8794,Dhan API v2 (Client 1112620458),-19.370000000000005,-0.00039835270260368816,-0.0007145732671549609
2025-08-20 19:00,2025-08-20,19,60857.57,61142.61,285.04,0.4684,61000,12.47,12.87,44979,40293,0.8958,Dhan API v2 (Client 1112620458),118.78000000000003,0.0007263854180976637,0.0026688025053527298
2025-08-20 20:00,2025-08-20,20,60855.18,61074.41,219.23,0.3602,61000,12.57,12.97,44253,41051,0.9276,Dhan API v2 (Client 1112620458),-65.81000000000003,-3.927279599480471e-05,-0.0011160476188827317
2025-08-20 21:00,2025-08-20,21,60695.86,60930.65,234.79,0.3868,60500,12.63,13.03,44160,39719,0.8994,Dhan API v2 (Client 1112620458),15.560000000000002,-0.0026214517167009177,-0.0023566246602069185
2025-08-20 22:00,2025-08-20,22,60856.44,61071.06,214.62,0.3527,61000,13.12,13.52,44288,40482,0.9141,Dhan API v2 (Client 1112620458),-20.169999999999987,0.0026421563955150162,0.002301772032421212
2025-08-20 23:00,2025-08-20,23,60963.15,61201.67,238.52,0.3913,61000,13.16,13.56,44193,39074,0.8842,Dhan API v2 (Client 1112620458),23.900000000000006,0.0017519354201347426,0.002136372512110185
2025-08-21 09:00,2025-08-21,9,61075.48,61387.17,311.69,0.5103,61000,12.65,13.05,41918,40991,0.9779,Dhan API v2 (Client 1112620458),73.16999999999999,0.001840893030719215,0.003026378935999219
2025-08-21 10:00,2025-08-21,10,60951.56,61226.92,275.36,0.4518,61000,13.18,13.58,43592,38054,0.873,Dhan API v2 (Client 1112620458),-36.329999999999984,-0.0020310259529061625,-0.0026138935784860706
2025-08-21 11:00,2025-08-21,11,61149.0,61427.84,278.84,0.456,61000,13.11,13.51,43839,39478,0.9005,Dhan API v2 (Client 1112620458),3.4799999999999613,0.0032340584201673295,0.0032761904994682567
2025-08-21 12:00,2025-08-21,12,60956.54,61132.09,175.55,0.288,61000,12.92,13.32,43019,39673,0.9222,Dhan API v2 (Client 1112620458),-103.28999999999996,-0.0031523575323220143,-0.004826219696116851
2025-08-21 13:00,2025-08-21,13,61040.48,61228.29,187.81,0.3077,61000,13.53,13.93,43754,36599,0.8365,Dhan API v2 (Client 1112620458),12.259999999999991,0.0013760994038385377,0.0015724047248113493
2025-08-21 14:00,2025-08-21,14,61348.14,61461.2,113.06,0.1843,61500,13.68,14.08,44765,38985,0.8709,Dhan API v2 (Client 1112620458),-74.75,0.005027602207695381,0.0037967437926127445
2025-08-21 15:00,2025-08-21,15,61212.35,61416.22,203.87,0.333,61000,12.81,13.21,44789,39790,0.8884,Dhan API v2 (Client 1112620458),90.81,-0.0022158863033681087,-0.0007321117583529713
2025-08-21 16:00,2025-08-21,16,61135.9,61418.94,283.04,0.463,61000,13.06,13.46,43698,38256,0.8755,Dhan API v2 (Client 1112620458),79.17000000000002,-0.0012497115398026892,4.428699405778502e-05
